"Date","Price","Open","High","Low","Change %"
"Aug 24, 1988","1.1033","1.1033","1.1048","1.0861","1.48%"
"Aug 25, 1988","1.1126","1.1126","1.1165","1.0939","0.84%"
"Aug 26, 1988","1.1147","1.1147","1.1195","1.1111","0.19%"
"Aug 29, 1988","1.1078","1.1078","1.1128","1.1074","-0.62%"
"Aug 30, 1988","1.1108","1.1108","1.1136","1.1066","0.27%"
"Aug 31, 1988","1.1053","1.1053","1.1115","1.1027","-0.50%"
"Sep 01, 1988","1.1059","1.1059","1.1078","1.1023","0.05%"
"Sep 02, 1988","1.1173","1.1173","1.1197","1.1035","1.03%"
"Sep 05, 1988","1.1158","1.1158","1.1186","1.1149","-0.13%"
"Sep 06, 1988","1.1237","1.1237","1.1259","1.1152","0.71%"
"Sep 07, 1988","1.1240","1.1240","1.1253","1.1197","0.03%"
"Sep 08, 1988","1.1214","1.1214","1.1227","1.1165","-0.23%"
"Sep 09, 1988","1.1186","1.1186","1.1237","1.1186","-0.25%"
"Sep 12, 1988","1.1216","1.1216","1.1237","1.1165","0.27%"
"Sep 13, 1988","1.1177","1.1177","1.1233","1.1171","-0.35%"
"Sep 14, 1988","1.1048","1.1048","1.1210","1.0997","-1.15%"
"Sep 15, 1988","1.1053","1.1053","1.1066","1.1038","0.05%"
"Sep 16, 1988","1.1069","1.1069","1.1085","1.1038","0.14%"
"Sep 19, 1988","1.1089","1.1089","1.1093","1.1056","0.18%"
"Sep 20, 1988","1.1100","1.1100","1.1116","1.1071","0.10%"
"Sep 21, 1988","1.1056","1.1056","1.1112","1.1048","-0.40%"
"Sep 22, 1988","1.1032","1.1032","1.1061","1.1001","-0.22%"
"Sep 23, 1988","1.1040","1.1040","1.1050","1.1011","0.07%"
"Sep 26, 1988","1.1015","1.1015","1.1027","1.0955","-0.23%"
"Sep 27, 1988","1.1032","1.1032","1.1050","1.0997","0.15%"
"Sep 28, 1988","1.1046","1.1046","1.1058","1.1026","0.13%"
"Sep 29, 1988","1.1019","1.1019","1.1052","1.1007","-0.24%"
"Sep 30, 1988","1.1093","1.1093","1.1098","1.1013","0.67%"
"Oct 03, 1988","1.1141","1.1141","1.1145","1.1089","0.43%"
"Oct 04, 1988","1.1118","1.1118","1.1164","1.1110","-0.21%"
"Oct 05, 1988","1.1118","1.1118","1.1135","1.1104","0.00%"
"Oct 06, 1988","1.1108","1.1108","1.1141","1.1104","-0.09%"
"Oct 07, 1988","1.1126","1.1126","1.1159","1.1091","0.16%"
"Oct 10, 1988","1.1174","1.1174","1.1186","1.1147","0.43%"
"Oct 11, 1988","1.1182","1.1182","1.1219","1.1182","0.07%"
"Oct 12, 1988","1.1302","1.1302","1.1332","1.1170","1.07%"
"Oct 13, 1988","1.1421","1.1421","1.1446","1.1300","1.05%"
"Oct 14, 1988","1.1477","1.1477","1.1499","1.1363","0.49%"
"Oct 17, 1988","1.1456","1.1456","1.1493","1.1421","-0.18%"
"Oct 18, 1988","1.1442","1.1442","1.1489","1.1384","-0.12%"
"Oct 19, 1988","1.1431","1.1431","1.1481","1.1409","-0.10%"
"Oct 20, 1988","1.1510","1.1510","1.1518","1.1440","0.69%"
"Oct 21, 1988","1.1631","1.1631","1.1631","1.1536","1.05%"
"Oct 24, 1988","1.1536","1.1536","1.1617","1.1534","-0.82%"
"Oct 25, 1988","1.1567","1.1567","1.1580","1.1512","0.27%"
"Oct 26, 1988","1.1656","1.1656","1.1670","1.1547","0.77%"
"Oct 27, 1988","1.1650","1.1650","1.1703","1.1623","-0.05%"
"Oct 28, 1988","1.1687","1.1687","1.1693","1.1580","0.32%"
"Oct 31, 1988","1.1596","1.1596","1.1732","1.1571","-0.78%"
"Nov 01, 1988","1.1631","1.1631","1.1633","1.1557","0.30%"
"Nov 02, 1988","1.1681","1.1681","1.1718","1.1611","0.43%"
"Nov 03, 1988","1.1652","1.1652","1.1707","1.1639","-0.25%"
"Nov 04, 1988","1.1576","1.1576","1.1658","1.1536","-0.65%"
"Nov 07, 1988","1.1656","1.1656","1.1668","1.1543","0.69%"
"Nov 08, 1988","1.1588","1.1588","1.1687","1.1567","-0.58%"
"Nov 09, 1988","1.1753","1.1753","1.1794","1.1497","1.42%"
"Nov 10, 1988","1.1810","1.1810","1.1821","1.1736","0.48%"
"Nov 11, 1988","1.1911","1.1911","1.1928","1.1804","0.86%"
"Nov 14, 1988","1.1862","1.1862","1.1944","1.1827","-0.41%"
"Nov 15, 1988","1.1882","1.1882","1.1897","1.1839","0.17%"
"Nov 16, 1988","1.2066","1.2066","1.2068","1.1854","1.55%"
"Nov 17, 1988","1.2017","1.2017","1.2084","1.1911","-0.41%"
"Nov 18, 1988","1.1918","1.1918","1.2008","1.1870","-0.82%"
"Nov 21, 1988","1.1986","1.1986","1.1998","1.1913","0.57%"
"Nov 22, 1988","1.2049","1.2049","1.2060","1.1965","0.53%"
"Nov 23, 1988","1.2058","1.2058","1.2080","1.2019","0.07%"
"Nov 24, 1988","1.2070","1.2070","1.2089","1.2041","0.10%"
"Nov 25, 1988","1.2068","1.2068","1.2117","1.2014","-0.02%"
"Nov 28, 1988","1.1944","1.1944","1.2025","1.1942","-1.03%"
"Nov 29, 1988","1.1975","1.1975","1.2027","1.1934","0.26%"
"Nov 30, 1988","1.2002","1.2002","1.2008","1.1936","0.23%"
"Dec 01, 1988","1.1998","1.1998","1.2023","1.1983","-0.03%"
"Dec 02, 1988","1.2064","1.2064","1.2082","1.1928","0.55%"
"Dec 05, 1988","1.2045","1.2045","1.2084","1.2041","-0.16%"
"Dec 06, 1988","1.1963","1.1963","1.2068","1.1961","-0.68%"
"Dec 07, 1988","1.1815","1.1815","1.1986","1.1798","-1.24%"
"Dec 08, 1988","1.1955","1.1955","1.1986","1.1819","1.18%"
"Dec 09, 1988","1.1957","1.1957","1.2000","1.1936","0.02%"
"Dec 12, 1988","1.1928","1.1928","1.1955","1.1907","-0.24%"
"Dec 13, 1988","1.1858","1.1858","1.1926","1.1852","-0.59%"
"Dec 14, 1988","1.1922","1.1922","1.1922","1.1827","0.54%"
"Dec 15, 1988","1.1823","1.1823","1.1959","1.1794","-0.83%"
"Dec 16, 1988","1.1812","1.1812","1.1885","1.1742","-0.09%"
"Dec 19, 1988","1.1771","1.1771","1.1846","1.1765","-0.35%"
"Dec 20, 1988","1.1664","1.1664","1.1788","1.1652","-0.91%"
"Dec 21, 1988","1.1742","1.1742","1.1759","1.1693","0.67%"
"Dec 22, 1988","1.1707","1.1707","1.1749","1.1683","-0.30%"
"Dec 23, 1988","1.1714","1.1714","1.1718","1.1674","0.06%"
"Dec 26, 1988","1.1705","1.1705","1.1720","1.1705","-0.08%"
"Dec 27, 1988","1.1685","1.1685","1.1734","1.1683","-0.17%"
"Dec 28, 1988","1.1602","1.1602","1.1691","1.1553","-0.71%"
"Dec 29, 1988","1.1627","1.1627","1.1635","1.1567","0.22%"
"Dec 30, 1988","1.1734","1.1734","1.1749","1.1613","0.92%"
"Jan 02, 1989","1.1730","1.1730","1.1753","1.1718","-0.03%"
"Jan 03, 1989","1.1763","1.1763","1.1825","1.1736","0.28%"
"Jan 04, 1989","1.1637","1.1637","1.1767","1.1619","-1.07%"
"Jan 05, 1989","1.1555","1.1555","1.1670","1.1555","-0.70%"
"Jan 06, 1989","1.1452","1.1452","1.1596","1.1448","-0.89%"
"Jan 09, 1989","1.1429","1.1429","1.1506","1.1349","-0.20%"
"Jan 10, 1989","1.1355","1.1355","1.1468","1.1320","-0.65%"
"Jan 11, 1989","1.1409","1.1409","1.1458","1.1318","0.48%"
"Jan 12, 1989","1.1400","1.1400","1.1464","1.1376","-0.08%"
"Jan 13, 1989","1.1300","1.1300","1.1411","1.1291","-0.88%"
"Jan 16, 1989","1.1219","1.1219","1.1322","1.1219","-0.72%"
"Jan 17, 1989","1.1269","1.1269","1.1310","1.1246","0.45%"
"Jan 18, 1989","1.1143","1.1143","1.1266","1.1126","-1.12%"
"Jan 19, 1989","1.1246","1.1246","1.1260","1.1116","0.92%"
"Jan 20, 1989","1.1356","1.1356","1.1356","1.1198","0.98%"
"Jan 23, 1989","1.1385","1.1385","1.1412","1.1279","0.26%"
"Jan 24, 1989","1.1316","1.1316","1.1442","1.1304","-0.61%"
"Jan 25, 1989","1.1335","1.1335","1.1350","1.1268","0.17%"
"Jan 26, 1989","1.1287","1.1287","1.1352","1.1282","-0.42%"
"Jan 27, 1989","1.1193","1.1193","1.1302","1.1176","-0.83%"
"Jan 30, 1989","1.1219","1.1219","1.1233","1.1161","0.23%"
"Jan 31, 1989","1.1128","1.1128","1.1228","1.1112","-0.81%"
"Feb 01, 1989","1.1127","1.1127","1.1196","1.1116","-0.01%"
"Feb 02, 1989","1.1116","1.1116","1.1196","1.1096","-0.10%"
"Feb 03, 1989","1.1109","1.1109","1.1168","1.1064","-0.06%"
"Feb 06, 1989","1.1139","1.1139","1.1146","1.1039","0.27%"
"Feb 07, 1989","1.1135","1.1135","1.1180","1.1048","-0.04%"
"Feb 08, 1989","1.1148","1.1148","1.1164","1.1119","0.12%"
"Feb 09, 1989","1.1275","1.1275","1.1289","1.1157","1.14%"
"Feb 10, 1989","1.1146","1.1146","1.1352","1.1128","-1.14%"
"Feb 13, 1989","1.1196","1.1196","1.1196","1.1133","0.45%"
"Feb 14, 1989","1.1315","1.1315","1.1319","1.1187","1.06%"
"Feb 15, 1989","1.1315","1.1315","1.1387","1.1264","0.00%"
"Feb 16, 1989","1.1333","1.1333","1.1342","1.1272","0.16%"
"Feb 17, 1989","1.1338","1.1338","1.1372","1.1298","0.04%"
"Feb 20, 1989","1.1297","1.1297","1.1372","1.1287","-0.36%"
"Feb 21, 1989","1.1298","1.1298","1.1330","1.1228","0.01%"
"Feb 22, 1989","1.1338","1.1338","1.1344","1.1283","0.35%"
"Feb 23, 1989","1.1390","1.1390","1.1444","1.1331","0.46%"
"Feb 24, 1989","1.1418","1.1418","1.1418","1.1350","0.25%"
"Feb 27, 1989","1.1378","1.1378","1.1463","1.1368","-0.35%"
"Feb 28, 1989","1.1386","1.1386","1.1408","1.1338","0.07%"
"Mar 01, 1989","1.1292","1.1292","1.1387","1.1263","-0.83%"
"Mar 02, 1989","1.1233","1.1233","1.1324","1.1223","-0.52%"
"Mar 03, 1989","1.1263","1.1263","1.1292","1.1235","0.27%"
"Mar 06, 1989","1.1216","1.1216","1.1296","1.1201","-0.42%"
"Mar 07, 1989","1.1212","1.1212","1.1233","1.1179","-0.04%"
"Mar 08, 1989","1.1152","1.1152","1.1231","1.1149","-0.54%"
"Mar 09, 1989","1.1207","1.1207","1.1212","1.1149","0.49%"
"Mar 10, 1989","1.1170","1.1170","1.1201","1.1146","-0.33%"
"Mar 13, 1989","1.1139","1.1139","1.1175","1.1128","-0.28%"
"Mar 14, 1989","1.1185","1.1185","1.1204","1.1139","0.41%"
"Mar 15, 1989","1.1124","1.1124","1.1196","1.1105","-0.55%"
"Mar 16, 1989","1.1141","1.1141","1.1161","1.1104","0.15%"
"Mar 17, 1989","1.1096","1.1096","1.1148","1.1083","-0.40%"
"Mar 20, 1989","1.1141","1.1141","1.1145","1.1072","0.41%"
"Mar 21, 1989","1.1116","1.1116","1.1159","1.1100","-0.22%"
"Mar 22, 1989","1.1157","1.1157","1.1161","1.1104","0.37%"
"Mar 23, 1989","1.1120","1.1120","1.1171","1.1112","-0.33%"
"Mar 24, 1989","1.1109","1.1109","1.1123","1.1100","-0.10%"
"Mar 27, 1989","1.1059","1.1059","1.1104","1.1039","-0.45%"
"Mar 28, 1989","1.0983","1.0983","1.1156","1.0972","-0.69%"
"Mar 29, 1989","1.0994","1.0994","1.1020","1.0978","0.10%"
"Mar 30, 1989","1.1006","1.1006","1.1043","1.0937","0.11%"
"Mar 31, 1989","1.0976","1.0976","1.1034","1.0964","-0.27%"
"Apr 03, 1989","1.1106","1.1106","1.1106","1.0941","1.18%"
"Apr 04, 1989","1.1128","1.1128","1.1160","1.1031","0.20%"
"Apr 05, 1989","1.1122","1.1122","1.1141","1.1093","-0.05%"
"Apr 06, 1989","1.1109","1.1109","1.1152","1.1100","-0.12%"
"Apr 07, 1989","1.1082","1.1082","1.1159","1.1076","-0.24%"
"Apr 10, 1989","1.1053","1.1053","1.1092","1.1046","-0.26%"
"Apr 11, 1989","1.1028","1.1028","1.1087","1.1024","-0.23%"
"Apr 12, 1989","1.1053","1.1053","1.1060","1.1030","0.23%"
"Apr 13, 1989","1.1104","1.1104","1.1128","1.1042","0.46%"
"Apr 14, 1989","1.1157","1.1157","1.1164","1.1068","0.48%"
"Apr 17, 1989","1.1175","1.1175","1.1209","1.1172","0.16%"
"Apr 18, 1989","1.1219","1.1219","1.1235","1.1152","0.39%"
"Apr 19, 1989","1.1167","1.1167","1.1222","1.1161","-0.46%"
"Apr 20, 1989","1.1234","1.1234","1.1268","1.1168","0.60%"
"Apr 21, 1989","1.1231","1.1231","1.1263","1.1212","-0.03%"
"Apr 24, 1989","1.1168","1.1168","1.1246","1.1157","-0.56%"
"Apr 25, 1989","1.1133","1.1133","1.1192","1.1122","-0.31%"
"Apr 26, 1989","1.1065","1.1065","1.1159","1.1056","-0.61%"
"Apr 27, 1989","1.1076","1.1076","1.1123","1.1053","0.10%"
"Apr 28, 1989","1.1053","1.1053","1.1096","1.1039","-0.21%"
"May 01, 1989","1.1001","1.1001","1.1059","1.0993","-0.47%"
"May 02, 1989","1.0993","1.0993","1.1052","1.0991","-0.07%"
"May 03, 1989","1.0993","1.0993","1.1039","1.0983","0.00%"
"May 04, 1989","1.0986","1.0986","1.1037","1.0974","-0.06%"
"May 05, 1989","1.0970","1.0970","1.1043","1.0949","-0.15%"
"May 08, 1989","1.0905","1.0905","1.0983","1.0880","-0.59%"
"May 09, 1989","1.0901","1.0901","1.0924","1.0853","-0.04%"
"May 10, 1989","1.0949","1.0949","1.0972","1.0893","0.44%"
"May 11, 1989","1.0874","1.0874","1.0956","1.0854","-0.68%"
"May 12, 1989","1.0842","1.0842","1.0983","1.0841","-0.29%"
"May 15, 1989","1.0738","1.0738","1.0815","1.0686","-0.96%"
"May 16, 1989","1.0746","1.0746","1.0774","1.0709","0.07%"
"May 17, 1989","1.0556","1.0556","1.0746","1.0530","-1.77%"
"May 18, 1989","1.0568","1.0568","1.0612","1.0486","0.11%"
"May 19, 1989","1.0525","1.0525","1.0605","1.0525","-0.41%"
"May 22, 1989","1.0342","1.0342","1.0564","1.0324","-1.74%"
"May 23, 1989","1.0332","1.0332","1.0415","1.0279","-0.10%"
"May 24, 1989","1.0338","1.0338","1.0364","1.0279","0.06%"
"May 25, 1989","1.0489","1.0489","1.0511","1.0364","1.46%"
"May 26, 1989","1.0487","1.0487","1.0634","1.0456","-0.02%"
"May 29, 1989","1.0357","1.0357","1.0383","1.0319","-1.24%"
"May 30, 1989","1.0433","1.0433","1.0441","1.0279","0.73%"
"May 31, 1989","1.0469","1.0469","1.0533","1.0404","0.35%"
"Jun 01, 1989","1.0485","1.0485","1.0507","1.0418","0.15%"
"Jun 02, 1989","1.0674","1.0674","1.0692","1.0499","1.80%"
"Jun 05, 1989","1.0460","1.0460","1.0700","1.0438","-2.00%"
"Jun 06, 1989","1.0508","1.0508","1.0526","1.0404","0.46%"
"Jun 07, 1989","1.0507","1.0507","1.0573","1.0475","-0.01%"
"Jun 08, 1989","1.0529","1.0529","1.0534","1.0475","0.21%"
"Jun 09, 1989","1.0317","1.0317","1.0524","1.0313","-2.01%"
"Jun 12, 1989","1.0272","1.0272","1.0296","1.0199","-0.44%"
"Jun 13, 1989","1.0284","1.0284","1.0305","1.0211","0.12%"
"Jun 14, 1989","1.0191","1.0191","1.0299","1.0186","-0.90%"
"Jun 15, 1989","1.0294","1.0294","1.0296","1.0114","1.01%"
"Jun 16, 1989","1.0436","1.0436","1.0476","1.0299","1.38%"
"Jun 19, 1989","1.0470","1.0470","1.0497","1.0364","0.33%"
"Jun 20, 1989","1.0415","1.0415","1.0529","1.0403","-0.53%"
"Jun 21, 1989","1.0564","1.0564","1.0564","1.0379","1.43%"
"Jun 22, 1989","1.0623","1.0623","1.0623","1.0492","0.56%"
"Jun 23, 1989","1.0638","1.0638","1.0704","1.0534","0.14%"
"Jun 26, 1989","1.0550","1.0550","1.0607","1.0526","-0.83%"
"Jun 27, 1989","1.0588","1.0588","1.0634","1.0549","0.36%"
"Jun 28, 1989","1.0538","1.0538","1.0576","1.0491","-0.47%"
"Jun 29, 1989","1.0531","1.0531","1.0665","1.0524","-0.07%"
"Jun 30, 1989","1.0588","1.0588","1.0608","1.0530","0.54%"
"Jul 03, 1989","1.0715","1.0715","1.0731","1.0561","1.20%"
"Jul 04, 1989","1.0766","1.0766","1.0800","1.0719","0.48%"
"Jul 05, 1989","1.1003","1.1003","1.1021","1.0805","2.20%"
"Jul 06, 1989","1.0998","1.0998","1.1009","1.0924","-0.05%"
"Jul 07, 1989","1.1056","1.1056","1.1068","1.0934","0.53%"
"Jul 10, 1989","1.1100","1.1100","1.1148","1.1040","0.40%"
"Jul 11, 1989","1.0984","1.0984","1.1044","1.0975","-1.05%"
"Jul 12, 1989","1.1042","1.1042","1.1052","1.0949","0.53%"
"Jul 13, 1989","1.0940","1.0940","1.1044","1.0939","-0.92%"
"Jul 14, 1989","1.0820","1.0820","1.0972","1.0814","-1.10%"
"Jul 17, 1989","1.0876","1.0876","1.0885","1.0789","0.52%"
"Jul 18, 1989","1.0918","1.0918","1.0974","1.0759","0.39%"
"Jul 19, 1989","1.0820","1.0820","1.0936","1.0817","-0.90%"
"Jul 20, 1989","1.0876","1.0876","1.0928","1.0800","0.52%"
"Jul 21, 1989","1.0847","1.0847","1.0959","1.0835","-0.27%"
"Jul 24, 1989","1.0931","1.0931","1.0940","1.0847","0.77%"
"Jul 25, 1989","1.1013","1.1013","1.1021","1.0914","0.75%"
"Jul 26, 1989","1.1115","1.1115","1.1121","1.0984","0.93%"
"Jul 27, 1989","1.1067","1.1067","1.1125","1.1044","-0.43%"
"Jul 28, 1989","1.1047","1.1047","1.1064","1.0967","-0.18%"
"Jul 31, 1989","1.1133","1.1133","1.1156","1.1055","0.78%"
"Aug 01, 1989","1.1183","1.1183","1.1219","1.1075","0.45%"
"Aug 02, 1989","1.1154","1.1154","1.1218","1.1154","-0.26%"
"Aug 03, 1989","1.1061","1.1061","1.1172","1.1036","-0.83%"
"Aug 04, 1989","1.0851","1.0851","1.1057","1.0847","-1.90%"
"Aug 07, 1989","1.0813","1.0813","1.0882","1.0789","-0.35%"
"Aug 08, 1989","1.0956","1.0956","1.0975","1.0828","1.32%"
"Aug 09, 1989","1.0936","1.0936","1.0963","1.0864","-0.18%"
"Aug 10, 1989","1.0886","1.0886","1.0990","1.0874","-0.46%"
"Aug 11, 1989","1.0703","1.0703","1.0870","1.0650","-1.68%"
"Aug 14, 1989","1.0634","1.0634","1.0721","1.0607","-0.64%"
"Aug 15, 1989","1.0669","1.0669","1.0711","1.0620","0.33%"
"Aug 16, 1989","1.0690","1.0690","1.0704","1.0623","0.20%"
"Aug 17, 1989","1.0555","1.0555","1.0673","1.0515","-1.26%"
"Aug 18, 1989","1.0605","1.0605","1.0613","1.0531","0.47%"
"Aug 21, 1989","1.0603","1.0603","1.0646","1.0539","-0.02%"
"Aug 22, 1989","1.0708","1.0708","1.0713","1.0588","0.99%"
"Aug 23, 1989","1.0626","1.0626","1.0704","1.0607","-0.77%"
"Aug 24, 1989","1.0608","1.0608","1.0631","1.0542","-0.17%"
"Aug 25, 1989","1.0589","1.0589","1.0639","1.0569","-0.18%"
"Aug 28, 1989","1.0574","1.0574","1.0607","1.0560","-0.14%"
"Aug 29, 1989","1.0711","1.0711","1.0747","1.0576","1.30%"
"Aug 30, 1989","1.0628","1.0628","1.0747","1.0623","-0.77%"
"Aug 31, 1989","1.0569","1.0569","1.0636","1.0538","-0.56%"
"Sep 01, 1989","1.0491","1.0491","1.0577","1.0480","-0.74%"
"Sep 04, 1989","1.0484","1.0484","1.0506","1.0464","-0.07%"
"Sep 05, 1989","1.0436","1.0436","1.0503","1.0411","-0.46%"
"Sep 06, 1989","1.0508","1.0508","1.0522","1.0426","0.69%"
"Sep 07, 1989","1.0492","1.0492","1.0508","1.0414","-0.15%"
"Sep 08, 1989","1.0403","1.0403","1.0503","1.0395","-0.85%"
"Sep 11, 1989","1.0449","1.0449","1.0468","1.0372","0.44%"
"Sep 12, 1989","1.0449","1.0449","1.0488","1.0431","0.00%"
"Sep 13, 1989","1.0531","1.0531","1.0539","1.0445","0.78%"
"Sep 14, 1989","1.0508","1.0508","1.0593","1.0488","-0.22%"
"Sep 15, 1989","1.0555","1.0555","1.0634","1.0359","0.45%"
"Sep 18, 1989","1.0639","1.0639","1.0659","1.0499","0.80%"
"Sep 19, 1989","1.0616","1.0616","1.0646","1.0573","-0.22%"
"Sep 20, 1989","1.0677","1.0677","1.0703","1.0574","0.57%"
"Sep 21, 1989","1.0663","1.0663","1.0690","1.0639","-0.13%"
"Sep 22, 1989","1.0620","1.0620","1.0700","1.0605","-0.40%"
"Sep 25, 1989","1.0904","1.0904","1.0917","1.0854","2.67%"
"Sep 26, 1989","1.0928","1.0928","1.0969","1.0829","0.22%"
"Sep 27, 1989","1.0994","1.0994","1.1033","1.0953","0.60%"
"Sep 28, 1989","1.0960","1.0960","1.0986","1.0912","-0.31%"
"Sep 29, 1989","1.1012","1.1012","1.1067","1.0973","0.47%"
"Oct 02, 1989","1.0977","1.0977","1.1033","1.0956","-0.32%"
"Oct 03, 1989","1.0928","1.0928","1.0992","1.0900","-0.45%"
"Oct 04, 1989","1.0953","1.0953","1.0990","1.0898","0.23%"
"Oct 05, 1989","1.0951","1.0951","1.1042","1.0915","-0.02%"
"Oct 06, 1989","1.0919","1.0919","1.0979","1.0824","-0.29%"
"Oct 09, 1989","1.0898","1.0898","1.0923","1.0865","-0.19%"
"Oct 10, 1989","1.0777","1.0777","1.0910","1.0753","-1.11%"
"Oct 11, 1989","1.0732","1.0732","1.0809","1.0682","-0.42%"
"Oct 12, 1989","1.0783","1.0783","1.0803","1.0715","0.48%"
"Oct 13, 1989","1.1007","1.1007","1.1007","1.0726","2.08%"
"Oct 16, 1989","1.0985","1.0985","1.1145","1.0959","-0.20%"
"Oct 17, 1989","1.1000","1.1000","1.1118","1.0978","0.14%"
"Oct 18, 1989","1.1097","1.1097","1.1123","1.0992","0.88%"
"Oct 19, 1989","1.1121","1.1121","1.1166","1.1060","0.22%"
"Oct 20, 1989","1.1053","1.1053","1.1137","1.1027","-0.61%"
"Oct 23, 1989","1.1114","1.1114","1.1130","1.1035","0.55%"
"Oct 24, 1989","1.1186","1.1186","1.1205","1.1087","0.65%"
"Oct 25, 1989","1.1197","1.1197","1.1210","1.1143","0.10%"
"Oct 26, 1989","1.1130","1.1130","1.1193","1.1101","-0.60%"
"Oct 27, 1989","1.1198","1.1198","1.1221","1.1018","0.61%"
"Oct 30, 1989","1.1181","1.1181","1.1193","1.1109","-0.15%"
"Oct 31, 1989","1.1139","1.1139","1.1178","1.1107","-0.38%"
"Nov 01, 1989","1.1103","1.1103","1.1183","1.1079","-0.32%"
"Nov 02, 1989","1.1128","1.1128","1.1151","1.1053","0.23%"
"Nov 03, 1989","1.1098","1.1098","1.1143","1.1087","-0.27%"
"Nov 06, 1989","1.1096","1.1096","1.1115","1.1052","-0.02%"
"Nov 07, 1989","1.1152","1.1152","1.1159","1.1083","0.50%"
"Nov 08, 1989","1.1141","1.1141","1.1176","1.1130","-0.10%"
"Nov 09, 1989","1.1100","1.1100","1.1156","1.1094","-0.37%"
"Nov 10, 1989","1.1020","1.1020","1.1114","1.1009","-0.72%"
"Nov 13, 1989","1.1056","1.1056","1.1061","1.1016","0.33%"
"Nov 14, 1989","1.1187","1.1187","1.1210","1.1058","1.18%"
"Nov 15, 1989","1.1146","1.1146","1.1183","1.1120","-0.37%"
"Nov 16, 1989","1.1122","1.1122","1.1179","1.1088","-0.22%"
"Nov 17, 1989","1.1119","1.1119","1.1145","1.1104","-0.03%"
"Nov 20, 1989","1.1143","1.1143","1.1165","1.1083","0.22%"
"Nov 21, 1989","1.1254","1.1254","1.1273","1.1128","1.00%"
"Nov 22, 1989","1.1265","1.1265","1.1301","1.1210","0.10%"
"Nov 23, 1989","1.1235","1.1235","1.1258","1.1210","-0.27%"
"Nov 24, 1989","1.1321","1.1321","1.1334","1.1254","0.77%"
"Nov 27, 1989","1.1375","1.1375","1.1397","1.1333","0.48%"
"Nov 28, 1989","1.1450","1.1450","1.1481","1.1313","0.66%"
"Nov 29, 1989","1.1391","1.1391","1.1433","1.1345","-0.52%"
"Nov 30, 1989","1.1431","1.1431","1.1456","1.1334","0.35%"
"Dec 01, 1989","1.1389","1.1389","1.1439","1.1370","-0.37%"
"Dec 04, 1989","1.1395","1.1395","1.1450","1.1363","0.05%"
"Dec 05, 1989","1.1454","1.1454","1.1467","1.1374","0.52%"
"Dec 06, 1989","1.1517","1.1517","1.1536","1.1422","0.55%"
"Dec 07, 1989","1.1482","1.1482","1.1529","1.1450","-0.30%"
"Dec 08, 1989","1.1507","1.1507","1.1540","1.1448","0.22%"
"Dec 11, 1989","1.1572","1.1572","1.1576","1.1483","0.56%"
"Dec 12, 1989","1.1728","1.1728","1.1728","1.1528","1.35%"
"Dec 13, 1989","1.1734","1.1734","1.1894","1.1652","0.05%"
"Dec 14, 1989","1.1711","1.1711","1.1759","1.1660","-0.20%"
"Dec 15, 1989","1.1804","1.1804","1.1804","1.1674","0.79%"
"Dec 18, 1989","1.1774","1.1774","1.1797","1.1728","-0.25%"
"Dec 19, 1989","1.1707","1.1707","1.1754","1.1668","-0.57%"
"Dec 20, 1989","1.1754","1.1754","1.1777","1.1622","0.40%"
"Dec 21, 1989","1.1778","1.1778","1.1799","1.1698","0.20%"
"Dec 22, 1989","1.1887","1.1887","1.1905","1.1764","0.93%"
"Dec 25, 1989","1.1887","1.1887","1.1887","1.1887","0.00%"
"Dec 26, 1989","1.1944","1.1944","1.1951","1.1907","0.48%"
"Dec 27, 1989","1.2015","1.2015","1.2031","1.1889","0.59%"
"Dec 28, 1989","1.1990","1.1990","1.2039","1.1914","-0.21%"
"Dec 29, 1989","1.1918","1.1918","1.1950","1.1850","-0.60%"
