"Date","Price","Open","High","Low","Change %"
"Aug 22, 2013","1.5588","1.5658","1.5666","1.5563","-0.45%"
"Aug 23, 2013","1.5568","1.5588","1.5637","1.5538","-0.13%"
"Aug 26, 2013","1.5576","1.5575","1.5613","1.5557","0.05%"
"Aug 27, 2013","1.5547","1.5575","1.5593","1.5482","-0.19%"
"Aug 28, 2013","1.5526","1.5547","1.5553","1.5428","-0.14%"
"Aug 29, 2013","1.5504","1.5525","1.5549","1.5482","-0.14%"
"Aug 30, 2013","1.5509","1.5505","1.5528","1.5461","0.03%"
"Sep 02, 2013","1.5545","1.5511","1.5593","1.5505","0.23%"
"Sep 03, 2013","1.5560","1.5547","1.5603","1.5523","0.10%"
"Sep 04, 2013","1.5627","1.5562","1.5648","1.5555","0.43%"
"Sep 05, 2013","1.5591","1.5625","1.5669","1.5574","-0.23%"
"Sep 06, 2013","1.5631","1.5591","1.5682","1.5564","0.26%"
"Sep 09, 2013","1.5694","1.5635","1.5732","1.5606","0.40%"
"Sep 10, 2013","1.5735","1.5696","1.5746","1.5685","0.26%"
"Sep 11, 2013","1.5818","1.5736","1.5831","1.5719","0.53%"
"Sep 12, 2013","1.5806","1.5820","1.5840","1.5779","-0.08%"
"Sep 13, 2013","1.5875","1.5806","1.5886","1.5776","0.44%"
"Sep 16, 2013","1.5896","1.5873","1.5964","1.5873","0.13%"
"Sep 17, 2013","1.5904","1.5897","1.5938","1.5887","0.05%"
"Sep 18, 2013","1.6146","1.5903","1.6164","1.5892","1.52%"
"Sep 19, 2013","1.6031","1.6147","1.6153","1.6021","-0.71%"
"Sep 20, 2013","1.6006","1.6033","1.6068","1.5986","-0.16%"
"Sep 23, 2013","1.6042","1.6025","1.6073","1.5993","0.22%"
"Sep 24, 2013","1.6003","1.6043","1.6046","1.5954","-0.24%"
"Sep 25, 2013","1.6080","1.6005","1.6089","1.5979","0.48%"
"Sep 26, 2013","1.6041","1.6082","1.6098","1.6000","-0.24%"
"Sep 27, 2013","1.6139","1.6043","1.6149","1.6031","0.61%"
"Sep 30, 2013","1.6186","1.6118","1.6203","1.6106","0.29%"
"Oct 01, 2013","1.6195","1.6187","1.6263","1.6183","0.06%"
"Oct 02, 2013","1.6223","1.6195","1.6252","1.6164","0.17%"
"Oct 03, 2013","1.6156","1.6224","1.6243","1.6155","-0.41%"
"Oct 04, 2013","1.6010","1.6157","1.6179","1.6006","-0.90%"
"Oct 07, 2013","1.6096","1.6018","1.6101","1.6016","0.54%"
"Oct 08, 2013","1.6084","1.6096","1.6126","1.6020","-0.07%"
"Oct 09, 2013","1.5956","1.6084","1.6123","1.5916","-0.80%"
"Oct 10, 2013","1.5966","1.5955","1.5979","1.5913","0.06%"
"Oct 11, 2013","1.5955","1.5966","1.6002","1.5924","-0.07%"
"Oct 14, 2013","1.5985","1.5953","1.6020","1.5951","0.19%"
"Oct 15, 2013","1.5998","1.5984","1.6010","1.5915","0.08%"
"Oct 16, 2013","1.5951","1.6000","1.6048","1.5894","-0.29%"
"Oct 17, 2013","1.6164","1.5947","1.6172","1.5939","1.34%"
"Oct 18, 2013","1.6168","1.6166","1.6227","1.6143","0.02%"
"Oct 21, 2013","1.6147","1.6168","1.6183","1.6134","-0.13%"
"Oct 22, 2013","1.6235","1.6147","1.6248","1.6115","0.54%"
"Oct 23, 2013","1.6164","1.6236","1.6258","1.6121","-0.44%"
"Oct 24, 2013","1.6202","1.6164","1.6223","1.6138","0.24%"
"Oct 25, 2013","1.6166","1.6203","1.6248","1.6151","-0.22%"
"Oct 28, 2013","1.6142","1.6166","1.6210","1.6125","-0.15%"
"Oct 29, 2013","1.6047","1.6143","1.6146","1.6024","-0.59%"
"Oct 30, 2013","1.6039","1.6048","1.6081","1.6000","-0.05%"
