"Date","Price","Open","High","Low","Change %"
"Feb 23, 2015","1.5457","1.5398","1.5478","1.5334","0.37%"
"Feb 24, 2015","1.5455","1.5456","1.5475","1.5402","-0.01%"
"Feb 25, 2015","1.5528","1.5452","1.5539","1.5444","0.47%"
"Feb 26, 2015","1.5406","1.5528","1.5553","1.5391","-0.79%"
"Feb 27, 2015","1.5434","1.5406","1.5461","1.5384","0.18%"
"Mar 02, 2015","1.5364","1.5437","1.5445","1.5349","-0.45%"
"Mar 03, 2015","1.5361","1.5363","1.5399","1.5344","-0.02%"
"Mar 04, 2015","1.5264","1.5361","1.5373","1.5249","-0.63%"
"Mar 05, 2015","1.5241","1.5264","1.5270","1.5214","-0.15%"
"Mar 06, 2015","1.5038","1.5240","1.5257","1.5029","-1.33%"
"Mar 09, 2015","1.5128","1.5038","1.5137","1.5023","0.60%"
"Mar 10, 2015","1.5070","1.5132","1.5133","1.5031","-0.38%"
"Mar 11, 2015","1.4929","1.5069","1.5100","1.4896","-0.94%"
"Mar 12, 2015","1.4882","1.4928","1.5027","1.4848","-0.31%"
"Mar 13, 2015","1.4744","1.4883","1.4897","1.4698","-0.93%"
"Mar 16, 2015","1.4829","1.4744","1.4855","1.4731","0.58%"
"Mar 17, 2015","1.4745","1.4827","1.4845","1.4722","-0.57%"
"Mar 18, 2015","1.4978","1.4745","1.5149","1.4634","1.58%"
"Mar 19, 2015","1.4752","1.4982","1.5013","1.4690","-1.51%"
"Mar 20, 2015","1.4951","1.4753","1.4990","1.4722","1.35%"
"Mar 23, 2015","1.4952","1.4970","1.4990","1.4840","0.01%"
"Mar 24, 2015","1.4851","1.4952","1.4985","1.4840","-0.68%"
"Mar 25, 2015","1.4880","1.4851","1.4956","1.4829","0.20%"
"Mar 26, 2015","1.4850","1.4881","1.4995","1.4807","-0.20%"
"Mar 27, 2015","1.4878","1.4850","1.4924","1.4796","0.19%"
"Mar 30, 2015","1.4810","1.4880","1.4903","1.4754","-0.46%"
"Mar 31, 2015","1.4818","1.4811","1.4873","1.4754","0.05%"
"Apr 01, 2015","1.4823","1.4817","1.4873","1.4739","0.03%"
"Apr 02, 2015","1.4829","1.4826","1.4870","1.4779","0.04%"
"Apr 03, 2015","1.4921","1.4827","1.4945","1.4810","0.62%"
"Apr 06, 2015","1.4880","1.4922","1.4983","1.4869","-0.27%"
"Apr 07, 2015","1.4808","1.4880","1.4922","1.4801","-0.48%"
"Apr 08, 2015","1.4867","1.4806","1.4975","1.4804","0.40%"
"Apr 09, 2015","1.4714","1.4867","1.4888","1.4682","-1.03%"
"Apr 10, 2015","1.4632","1.4712","1.4726","1.4587","-0.56%"
"Apr 13, 2015","1.4676","1.4638","1.4687","1.4569","0.30%"
"Apr 14, 2015","1.4780","1.4674","1.4805","1.4605","0.71%"
"Apr 15, 2015","1.4842","1.4781","1.4857","1.4704","0.42%"
"Apr 16, 2015","1.4935","1.4840","1.4971","1.4813","0.63%"
"Apr 17, 2015","1.4962","1.4933","1.5055","1.4916","0.18%"
"Apr 20, 2015","1.4906","1.4960","1.4986","1.4889","-0.37%"
"Apr 21, 2015","1.4926","1.4908","1.4978","1.4858","0.13%"
"Apr 22, 2015","1.5036","1.4926","1.5084","1.4914","0.74%"
"Apr 23, 2015","1.5059","1.5036","1.5071","1.4960","0.15%"
"Apr 24, 2015","1.5189","1.5055","1.5191","1.5027","0.86%"
"Apr 27, 2015","1.5238","1.5171","1.5265","1.5109","0.32%"
"Apr 28, 2015","1.5338","1.5239","1.5343","1.5176","0.66%"
"Apr 29, 2015","1.5440","1.5342","1.5500","1.5329","0.67%"
"Apr 30, 2015","1.5351","1.5440","1.5492","1.5303","-0.58%"
"May 01, 2015","1.5141","1.5351","1.5398","1.5114","-1.37%"
"May 04, 2015","1.5120","1.5143","1.5176","1.5090","-0.14%"
"May 05, 2015","1.5183","1.5122","1.5219","1.5090","0.42%"
"May 06, 2015","1.5245","1.5179","1.5292","1.5150","0.41%"
"May 07, 2015","1.5246","1.5244","1.5276","1.5164","0.01%"
"May 08, 2015","1.5457","1.5246","1.5524","1.5244","1.38%"
"May 11, 2015","1.5587","1.5446","1.5614","1.5393","0.84%"
"May 12, 2015","1.5671","1.5591","1.5717","1.5561","0.54%"
"May 13, 2015","1.5745","1.5667","1.5770","1.5633","0.47%"
"May 14, 2015","1.5776","1.5745","1.5817","1.5729","0.20%"
"May 15, 2015","1.5723","1.5776","1.5809","1.5701","-0.34%"
"May 18, 2015","1.5653","1.5736","1.5751","1.5639","-0.45%"
"May 19, 2015","1.5510","1.5649","1.5671","1.5447","-0.91%"
"May 20, 2015","1.5537","1.5509","1.5591","1.5473","0.17%"
"May 21, 2015","1.5662","1.5533","1.5701","1.5522","0.80%"
"May 22, 2015","1.5490","1.5662","1.5691","1.5457","-1.10%"
"May 25, 2015","1.5471","1.5486","1.5512","1.5460","-0.12%"
"May 26, 2015","1.5385","1.5469","1.5480","1.5356","-0.56%"
"May 27, 2015","1.5355","1.5385","1.5439","1.5301","-0.19%"
"May 28, 2015","1.5316","1.5356","1.5387","1.5261","-0.25%"
"May 29, 2015","1.5291","1.5317","1.5345","1.5237","-0.16%"
"Jun 01, 2015","1.5201","1.5292","1.5305","1.5169","-0.59%"
"Jun 02, 2015","1.5344","1.5202","1.5368","1.5180","0.94%"
"Jun 03, 2015","1.5341","1.5347","1.5380","1.5254","-0.02%"
"Jun 04, 2015","1.5366","1.5341","1.5442","1.5303","0.16%"
"Jun 05, 2015","1.5272","1.5362","1.5371","1.5190","-0.61%"
"Jun 08, 2015","1.5350","1.5261","1.5365","1.5221","0.51%"
"Jun 09, 2015","1.5386","1.5350","1.5391","1.5258","0.23%"
"Jun 10, 2015","1.5530","1.5385","1.5553","1.5368","0.94%"
"Jun 11, 2015","1.5518","1.5531","1.5538","1.5425","-0.08%"
"Jun 12, 2015","1.5559","1.5517","1.5603","1.5471","0.26%"
"Jun 15, 2015","1.5601","1.5563","1.5614","1.5487","0.27%"
"Jun 16, 2015","1.5648","1.5604","1.5657","1.5543","0.30%"
"Jun 17, 2015","1.5833","1.5648","1.5850","1.5625","1.18%"
"Jun 18, 2015","1.5881","1.5833","1.5930","1.5805","0.30%"
"Jun 19, 2015","1.5884","1.5881","1.5897","1.5835","0.02%"
"Jun 22, 2015","1.5825","1.5870","1.5912","1.5806","-0.37%"
"Jun 23, 2015","1.5730","1.5821","1.5833","1.5705","-0.60%"
"Jun 24, 2015","1.5706","1.5731","1.5806","1.5670","-0.15%"
"Jun 25, 2015","1.5747","1.5705","1.5773","1.5677","0.26%"
"Jun 26, 2015","1.5752","1.5746","1.5768","1.5708","0.03%"
"Jun 29, 2015","1.5739","1.5694","1.5789","1.5665","-0.08%"
"Jun 30, 2015","1.5709","1.5741","1.5778","1.5694","-0.19%"
"Jul 01, 2015","1.5618","1.5713","1.5737","1.5594","-0.58%"
"Jul 02, 2015","1.5609","1.5616","1.5641","1.5563","-0.06%"
"Jul 03, 2015","1.5570","1.5610","1.5646","1.5558","-0.25%"
"Jul 06, 2015","1.5606","1.5538","1.5633","1.5535","0.23%"
"Jul 07, 2015","1.5462","1.5602","1.5610","1.5414","-0.92%"
"Jul 08, 2015","1.5362","1.5463","1.5467","1.5330","-0.65%"
"Jul 09, 2015","1.5380","1.5361","1.5423","1.5344","0.12%"
"Jul 10, 2015","1.5526","1.5381","1.5551","1.5362","0.95%"
"Jul 13, 2015","1.5488","1.5505","1.5591","1.5480","-0.24%"
"Jul 14, 2015","1.5636","1.5491","1.5644","1.5455","0.96%"
"Jul 15, 2015","1.5637","1.5634","1.5676","1.5577","0.01%"
"Jul 16, 2015","1.5610","1.5642","1.5654","1.5562","-0.17%"
"Jul 17, 2015","1.5609","1.5610","1.5672","1.5555","-0.01%"
"Jul 20, 2015","1.5566","1.5610","1.5629","1.5539","-0.28%"
"Jul 21, 2015","1.5558","1.5562","1.5591","1.5528","-0.05%"
"Jul 22, 2015","1.5614","1.5558","1.5646","1.5545","0.36%"
"Jul 23, 2015","1.5514","1.5616","1.5673","1.5501","-0.64%"
"Jul 24, 2015","1.5514","1.5514","1.5527","1.5467","0.00%"
"Jul 27, 2015","1.5558","1.5511","1.5596","1.5492","0.28%"
"Jul 28, 2015","1.5611","1.5558","1.5629","1.5528","0.34%"
"Jul 29, 2015","1.5604","1.5614","1.5692","1.5589","-0.04%"
"Jul 30, 2015","1.5602","1.5598","1.5640","1.5562","-0.01%"
"Jul 31, 2015","1.5624","1.5602","1.5679","1.5549","0.14%"
"Aug 03, 2015","1.5587","1.5627","1.5648","1.5566","-0.24%"
"Aug 04, 2015","1.5564","1.5589","1.5636","1.5557","-0.15%"
"Aug 05, 2015","1.5602","1.5564","1.5652","1.5526","0.24%"
"Aug 06, 2015","1.5512","1.5602","1.5638","1.5468","-0.58%"
"Aug 07, 2015","1.5497","1.5509","1.5545","1.5423","-0.10%"
"Aug 10, 2015","1.5587","1.5491","1.5605","1.5456","0.58%"
"Aug 11, 2015","1.5573","1.5587","1.5613","1.5553","-0.09%"
"Aug 12, 2015","1.5615","1.5571","1.5662","1.5534","0.27%"
"Aug 13, 2015","1.5610","1.5610","1.5640","1.5575","-0.03%"
"Aug 14, 2015","1.5646","1.5608","1.5661","1.5589","0.23%"
"Aug 17, 2015","1.5587","1.5645","1.5692","1.5582","-0.38%"
"Aug 18, 2015","1.5661","1.5591","1.5722","1.5565","0.47%"
"Aug 19, 2015","1.5680","1.5657","1.5701","1.5635","0.12%"
"Aug 20, 2015","1.5688","1.5678","1.5702","1.5605","0.05%"
"Aug 21, 2015","1.5697","1.5687","1.5725","1.5657","0.06%"
"Aug 24, 2015","1.5776","1.5701","1.5804","1.5630","0.50%"
"Aug 25, 2015","1.5688","1.5778","1.5820","1.5679","-0.56%"
"Aug 26, 2015","1.5459","1.5687","1.5720","1.5450","-1.46%"
"Aug 27, 2015","1.5400","1.5460","1.5509","1.5369","-0.38%"
"Aug 28, 2015","1.5393","1.5401","1.5445","1.5335","-0.05%"
"Aug 31, 2015","1.5343","1.5394","1.5437","1.5336","-0.32%"
"Sep 01, 2015","1.5303","1.5343","1.5408","1.5298","-0.26%"
"Sep 02, 2015","1.5301","1.5302","1.5327","1.5265","-0.01%"
"Sep 03, 2015","1.5257","1.5299","1.5316","1.5219","-0.29%"
"Sep 04, 2015","1.5171","1.5258","1.5276","1.5163","-0.56%"
"Sep 07, 2015","1.5270","1.5179","1.5289","1.5169","0.65%"
"Sep 08, 2015","1.5396","1.5275","1.5413","1.5267","0.83%"
"Sep 09, 2015","1.5368","1.5400","1.5409","1.5352","-0.18%"
"Sep 10, 2015","1.5446","1.5366","1.5478","1.5339","0.51%"
"Sep 11, 2015","1.5429","1.5442","1.5465","1.5400","-0.11%"
"Sep 14, 2015","1.5426","1.5422","1.5473","1.5373","-0.02%"
"Sep 15, 2015","1.5342","1.5425","1.5457","1.5326","-0.54%"
"Sep 16, 2015","1.5493","1.5341","1.5529","1.5328","0.98%"
"Sep 17, 2015","1.5591","1.5492","1.5632","1.5488","0.63%"
"Sep 18, 2015","1.5532","1.5589","1.5659","1.5513","-0.38%"
"Sep 21, 2015","1.5507","1.5535","1.5568","1.5480","-0.16%"
"Sep 22, 2015","1.5365","1.5505","1.5531","1.5341","-0.92%"
"Sep 23, 2015","1.5246","1.5362","1.5370","1.5221","-0.77%"
"Sep 24, 2015","1.5241","1.5241","1.5289","1.5199","-0.03%"
"Sep 25, 2015","1.5182","1.5241","1.5261","1.5134","-0.39%"
"Sep 28, 2015","1.5174","1.5184","1.5243","1.5158","-0.05%"
"Sep 29, 2015","1.5151","1.5175","1.5208","1.5130","-0.15%"
"Sep 30, 2015","1.5129","1.5149","1.5214","1.5107","-0.15%"
"Oct 01, 2015","1.5129","1.5128","1.5180","1.5107","0.00%"
"Oct 02, 2015","1.5182","1.5127","1.5238","1.5124","0.35%"
"Oct 05, 2015","1.5144","1.5178","1.5244","1.5135","-0.25%"
"Oct 06, 2015","1.5227","1.5149","1.5248","1.5143","0.55%"
"Oct 07, 2015","1.5318","1.5229","1.5343","1.5223","0.60%"
"Oct 08, 2015","1.5349","1.5319","1.5377","1.5263","0.20%"
"Oct 09, 2015","1.5304","1.5347","1.5384","1.5298","-0.29%"
"Oct 12, 2015","1.5345","1.5318","1.5374","1.5310","0.27%"
"Oct 13, 2015","1.5248","1.5351","1.5391","1.5202","-0.63%"
"Oct 14, 2015","1.5477","1.5250","1.5499","1.5249","1.50%"
"Oct 15, 2015","1.5457","1.5478","1.5513","1.5418","-0.13%"
"Oct 16, 2015","1.5436","1.5454","1.5486","1.5429","-0.14%"
"Oct 19, 2015","1.5465","1.5435","1.5501","1.5429","0.19%"
"Oct 20, 2015","1.5441","1.5464","1.5505","1.5432","-0.16%"
"Oct 21, 2015","1.5419","1.5444","1.5480","1.5412","-0.14%"
"Oct 22, 2015","1.5394","1.5419","1.5509","1.5370","-0.16%"
"Oct 23, 2015","1.5314","1.5393","1.5420","1.5303","-0.52%"
"Oct 26, 2015","1.5350","1.5308","1.5382","1.5302","0.24%"
"Oct 27, 2015","1.5297","1.5353","1.5360","1.5282","-0.35%"
"Oct 28, 2015","1.5261","1.5298","1.5347","1.5246","-0.24%"
"Oct 29, 2015","1.5311","1.5264","1.5326","1.5244","0.33%"
"Oct 30, 2015","1.5429","1.5310","1.5468","1.5303","0.77%"
"Nov 02, 2015","1.5417","1.5450","1.5499","1.5402","-0.08%"
"Nov 03, 2015","1.5421","1.5417","1.5448","1.5360","0.03%"
"Nov 04, 2015","1.5383","1.5419","1.5444","1.5357","-0.25%"
"Nov 05, 2015","1.5206","1.5385","1.5402","1.5202","-1.15%"
"Nov 06, 2015","1.5050","1.5207","1.5222","1.5026","-1.03%"
"Nov 09, 2015","1.5115","1.5048","1.5128","1.5039","0.43%"
"Nov 10, 2015","1.5117","1.5113","1.5146","1.5090","0.01%"
"Nov 11, 2015","1.5212","1.5122","1.5226","1.5118","0.63%"
"Nov 12, 2015","1.5231","1.5208","1.5246","1.5172","0.12%"
"Nov 13, 2015","1.5233","1.5233","1.5266","1.5188","0.01%"
"Nov 16, 2015","1.5199","1.5236","1.5229","1.5180","-0.22%"
"Nov 17, 2015","1.5215","1.5202","1.5240","1.5156","0.11%"
"Nov 18, 2015","1.5237","1.5210","1.5249","1.5186","0.14%"
"Nov 19, 2015","1.5290","1.5236","1.5336","1.5223","0.35%"
"Nov 20, 2015","1.5192","1.5292","1.5312","1.5183","-0.64%"
"Nov 23, 2015","1.5124","1.5189","1.5198","1.5107","-0.45%"
"Nov 24, 2015","1.5087","1.5126","1.5159","1.5055","-0.24%"
"Nov 25, 2015","1.5128","1.5078","1.5137","1.5055","0.27%"
"Nov 26, 2015","1.5102","1.5130","1.5133","1.5065","-0.17%"
"Nov 27, 2015","1.5038","1.5103","1.5109","1.5030","-0.42%"
"Nov 30, 2015","1.5057","1.5038","1.5071","1.4994","0.13%"
"Dec 01, 2015","1.5081","1.5055","1.5126","1.5049","0.16%"
"Dec 02, 2015","1.4951","1.5083","1.5087","1.4897","-0.86%"
"Dec 03, 2015","1.5145","1.4951","1.5160","1.4905","1.30%"
"Dec 04, 2015","1.5112","1.5146","1.5158","1.5079","-0.22%"
"Dec 07, 2015","1.5053","1.5098","1.5116","1.5041","-0.39%"
"Dec 08, 2015","1.5008","1.5056","1.5062","1.4956","-0.30%"
"Dec 09, 2015","1.5181","1.5008","1.5191","1.5002","1.15%"
"Dec 10, 2015","1.5159","1.5175","1.5202","1.5111","-0.14%"
"Dec 11, 2015","1.5217","1.5162","1.5240","1.5126","0.38%"
"Dec 14, 2015","1.5142","1.5217","1.5232","1.5107","-0.49%"
"Dec 15, 2015","1.5035","1.5142","1.5186","1.5026","-0.71%"
"Dec 16, 2015","1.5004","1.5038","1.5101","1.4966","-0.21%"
"Dec 17, 2015","1.4901","1.5000","1.5004","1.4863","-0.69%"
"Dec 18, 2015","1.4895","1.4903","1.4951","1.4886","-0.04%"
"Dec 21, 2015","1.4885","1.4903","1.4935","1.4882","-0.07%"
"Dec 22, 2015","1.4825","1.4881","1.4908","1.4803","-0.40%"
"Dec 23, 2015","1.4872","1.4831","1.4904","1.4819","0.32%"
"Dec 24, 2015","1.4917","1.4871","1.4947","1.4863","0.30%"
"Dec 25, 2015","1.4933","1.4915","1.4948","1.4879","0.11%"
"Dec 28, 2015","1.4877","1.4910","1.4935","1.4871","-0.38%"
"Dec 29, 2015","1.4812","1.4877","1.4915","1.4784","-0.44%"
"Dec 30, 2015","1.4817","1.4815","1.4852","1.4794","0.03%"
"Dec 31, 2015","1.4739","1.4813","1.4845","1.4723","-0.53%"
"Jan 01, 2016","1.4748","1.4739","1.4753","1.4739","0.06%"
"Jan 04, 2016","1.4718","1.4748","1.4815","1.4663","-0.20%"
"Jan 05, 2016","1.4672","1.4712","1.4726","1.4637","-0.31%"
"Jan 06, 2016","1.4627","1.4675","1.4683","1.4601","-0.31%"
"Jan 07, 2016","1.4617","1.4630","1.4642","1.4533","-0.07%"
"Jan 08, 2016","1.4520","1.4617","1.4646","1.4506","-0.66%"
"Jan 11, 2016","1.4544","1.4526","1.4608","1.4497","0.17%"
"Jan 12, 2016","1.4444","1.4539","1.4560","1.4350","-0.69%"
"Jan 13, 2016","1.4407","1.4444","1.4476","1.4379","-0.26%"
"Jan 14, 2016","1.4414","1.4404","1.4446","1.4359","0.05%"
"Jan 15, 2016","1.4258","1.4416","1.4431","1.4251","-1.08%"
"Jan 18, 2016","1.4244","1.4262","1.4325","1.4236","-0.10%"
"Jan 19, 2016","1.4158","1.4242","1.4341","1.4129","-0.60%"
"Jan 20, 2016","1.4191","1.4154","1.4220","1.4124","0.23%"
"Jan 21, 2016","1.4218","1.4189","1.4249","1.4080","0.19%"
"Jan 22, 2016","1.4265","1.4222","1.4364","1.4204","0.33%"
"Jan 25, 2016","1.4249","1.4270","1.4311","1.4223","-0.11%"
"Jan 26, 2016","1.4352","1.4249","1.4368","1.4173","0.72%"
"Jan 27, 2016","1.4234","1.4352","1.4358","1.4230","-0.82%"
"Jan 28, 2016","1.4362","1.4236","1.4412","1.4234","0.90%"
"Jan 29, 2016","1.4247","1.4362","1.4415","1.4150","-0.80%"
"Feb 01, 2016","1.4433","1.4243","1.4448","1.4228","1.31%"
"Feb 02, 2016","1.4411","1.4434","1.4447","1.4326","-0.15%"
"Feb 03, 2016","1.4604","1.4414","1.4653","1.4386","1.34%"
"Feb 04, 2016","1.4589","1.4602","1.4670","1.4529","-0.10%"
"Feb 05, 2016","1.4503","1.4590","1.4594","1.4453","-0.59%"
"Feb 08, 2016","1.4432","1.4501","1.4547","1.4352","-0.49%"
"Feb 09, 2016","1.4473","1.4430","1.4517","1.4378","0.28%"
"Feb 10, 2016","1.4522","1.4468","1.4579","1.4448","0.34%"
"Feb 11, 2016","1.4477","1.4522","1.4565","1.4384","-0.31%"
"Feb 12, 2016","1.4507","1.4479","1.4572","1.4444","0.21%"
"Feb 15, 2016","1.4435","1.4501","1.4537","1.4413","-0.50%"
"Feb 16, 2016","1.4305","1.4438","1.4518","1.4279","-0.90%"
"Feb 17, 2016","1.4297","1.4303","1.4341","1.4236","-0.06%"
"Feb 18, 2016","1.4337","1.4299","1.4398","1.4259","0.28%"
"Feb 19, 2016","1.4406","1.4333","1.4411","1.4248","0.48%"
"Feb 22, 2016","1.4150","1.4310","1.4320","1.4058","-1.78%"
"Feb 23, 2016","1.4022","1.4149","1.4156","1.4005","-0.90%"
"Feb 24, 2016","1.3927","1.4022","1.4029","1.3877","-0.68%"
"Feb 25, 2016","1.3963","1.3924","1.3997","1.3898","0.26%"
"Feb 26, 2016","1.3870","1.3962","1.4045","1.3855","-0.67%"
"Feb 29, 2016","1.3916","1.3869","1.3947","1.3834","0.33%"
"Mar 01, 2016","1.3948","1.3918","1.4019","1.3904","0.23%"
"Mar 02, 2016","1.4078","1.3948","1.4094","1.3914","0.93%"
"Mar 03, 2016","1.4179","1.4078","1.4196","1.4032","0.72%"
"Mar 04, 2016","1.4228","1.4179","1.4249","1.4108","0.35%"
"Mar 07, 2016","1.4265","1.4234","1.4284","1.4135","0.26%"
"Mar 08, 2016","1.4216","1.4266","1.4276","1.4173","-0.34%"
"Mar 09, 2016","1.4217","1.4217","1.4244","1.4177","0.01%"
"Mar 10, 2016","1.4280","1.4220","1.4322","1.4121","0.44%"
"Mar 11, 2016","1.4387","1.4281","1.4438","1.4254","0.75%"
"Mar 14, 2016","1.4302","1.4384","1.4391","1.4291","-0.59%"
"Mar 15, 2016","1.4153","1.4301","1.4309","1.4139","-1.04%"
"Mar 16, 2016","1.4259","1.4150","1.4274","1.4053","0.75%"
"Mar 17, 2016","1.4479","1.4258","1.4503","1.4220","1.54%"
"Mar 18, 2016","1.4480","1.4482","1.4516","1.4411","0.01%"
"Mar 21, 2016","1.4367","1.4480","1.4480","1.4364","-0.78%"
"Mar 22, 2016","1.4208","1.4368","1.4398","1.4190","-1.11%"
"Mar 23, 2016","1.4117","1.4207","1.4228","1.4082","-0.64%"
"Mar 24, 2016","1.4154","1.4114","1.4184","1.4057","0.26%"
"Mar 25, 2016","1.4143","1.4153","1.4159","1.4108","-0.08%"
"Mar 28, 2016","1.4254","1.4129","1.4282","1.4118","0.78%"
"Mar 29, 2016","1.4385","1.4257","1.4409","1.4197","0.92%"
"Mar 30, 2016","1.4378","1.4380","1.4460","1.4360","-0.05%"
"Mar 31, 2016","1.4362","1.4380","1.4428","1.4327","-0.11%"
"Apr 01, 2016","1.4226","1.4365","1.4379","1.4176","-0.95%"
"Apr 04, 2016","1.4263","1.4219","1.4322","1.4189","0.26%"
"Apr 05, 2016","1.4161","1.4263","1.4281","1.4122","-0.72%"
"Apr 06, 2016","1.4121","1.4160","1.4171","1.4005","-0.28%"
"Apr 07, 2016","1.4057","1.4120","1.4159","1.4046","-0.45%"
"Apr 08, 2016","1.4126","1.4060","1.4144","1.4042","0.49%"
"Apr 11, 2016","1.4241","1.4124","1.4286","1.4104","0.81%"
"Apr 12, 2016","1.4275","1.4240","1.4349","1.4196","0.24%"
"Apr 13, 2016","1.4203","1.4274","1.4280","1.4191","-0.50%"
"Apr 14, 2016","1.4154","1.4203","1.4212","1.4089","-0.34%"
"Apr 15, 2016","1.4195","1.4155","1.4241","1.4131","0.29%"
"Apr 18, 2016","1.4278","1.4225","1.4294","1.4134","0.58%"
"Apr 19, 2016","1.4393","1.4277","1.4420","1.4267","0.81%"
"Apr 20, 2016","1.4333","1.4393","1.4411","1.4327","-0.42%"
"Apr 21, 2016","1.4323","1.4333","1.4441","1.4300","-0.07%"
"Apr 22, 2016","1.4403","1.4323","1.4451","1.4311","0.56%"
"Apr 25, 2016","1.4482","1.4414","1.4521","1.4402","0.55%"
"Apr 26, 2016","1.4582","1.4483","1.4640","1.4476","0.69%"
"Apr 27, 2016","1.4543","1.4585","1.4624","1.4476","-0.27%"
"Apr 28, 2016","1.4610","1.4541","1.4623","1.4523","0.46%"
"Apr 29, 2016","1.4613","1.4609","1.4671","1.4578","0.02%"
"May 02, 2016","1.4673","1.4611","1.4697","1.4578","0.41%"
"May 03, 2016","1.4534","1.4673","1.4770","1.4528","-0.95%"
"May 04, 2016","1.4492","1.4536","1.4572","1.4460","-0.29%"
"May 05, 2016","1.4486","1.4499","1.4533","1.4446","-0.04%"
"May 06, 2016","1.4430","1.4484","1.4544","1.4413","-0.39%"
"May 09, 2016","1.4407","1.4429","1.4479","1.4373","-0.16%"
"May 10, 2016","1.4441","1.4407","1.4478","1.4387","0.24%"
"May 11, 2016","1.4448","1.4438","1.4488","1.4394","0.05%"
"May 12, 2016","1.4450","1.4450","1.4534","1.4409","0.01%"
"May 13, 2016","1.4362","1.4450","1.4458","1.4339","-0.61%"
"May 16, 2016","1.4401","1.4352","1.4421","1.4335","0.27%"
"May 17, 2016","1.4464","1.4398","1.4526","1.4393","0.44%"
"May 18, 2016","1.4596","1.4459","1.4635","1.4401","0.91%"
"May 19, 2016","1.4612","1.4600","1.4666","1.4564","0.11%"
"May 20, 2016","1.4501","1.4611","1.4615","1.4482","-0.76%"
"May 23, 2016","1.4485","1.4506","1.4550","1.4443","-0.11%"
"May 24, 2016","1.4636","1.4488","1.4646","1.4474","1.04%"
"May 25, 2016","1.4696","1.4636","1.4730","1.4601","0.41%"
"May 26, 2016","1.4670","1.4700","1.4744","1.4644","-0.18%"
"May 27, 2016","1.4625","1.4671","1.4693","1.4605","-0.31%"
"May 30, 2016","1.4639","1.4624","1.4641","1.4586","0.10%"
"May 31, 2016","1.4478","1.4639","1.4724","1.4462","-1.10%"
"Jun 01, 2016","1.4416","1.4479","1.4508","1.4386","-0.43%"
"Jun 02, 2016","1.4425","1.4417","1.4474","1.4405","0.06%"
"Jun 03, 2016","1.4520","1.4419","1.4582","1.4398","0.66%"
"Jun 06, 2016","1.4442","1.4519","1.4526","1.4356","-0.54%"
"Jun 07, 2016","1.4544","1.4441","1.4645","1.4435","0.71%"
"Jun 08, 2016","1.4502","1.4541","1.4600","1.4497","-0.29%"
"Jun 09, 2016","1.4459","1.4501","1.4528","1.4447","-0.30%"
"Jun 10, 2016","1.4258","1.4460","1.4474","1.4179","-1.39%"
"Jun 13, 2016","1.4272","1.4257","1.4327","1.4113","0.10%"
"Jun 14, 2016","1.4117","1.4273","1.4273","1.4091","-1.09%"
"Jun 15, 2016","1.4205","1.4116","1.4222","1.4092","0.62%"
"Jun 16, 2016","1.4203","1.4204","1.4253","1.4011","-0.01%"
"Jun 17, 2016","1.4358","1.4204","1.4388","1.4196","1.09%"
"Jun 20, 2016","1.4699","1.4354","1.4722","1.4354","2.37%"
"Jun 21, 2016","1.4647","1.4700","1.4783","1.4614","-0.35%"
"Jun 22, 2016","1.4708","1.4648","1.4777","1.4644","0.42%"
"Jun 23, 2016","1.4879","1.4706","1.4947","1.4700","1.16%"
"Jun 24, 2016","1.3680","1.4872","1.5020","1.3226","-8.06%"
"Jun 27, 2016","1.3219","1.3564","1.3564","1.3119","-3.37%"
"Jun 28, 2016","1.3342","1.3225","1.3420","1.3198","0.93%"
"Jun 29, 2016","1.3426","1.3342","1.3535","1.3285","0.63%"
"Jun 30, 2016","1.3311","1.3433","1.3500","1.3207","-0.86%"
"Jul 01, 2016","1.3262","1.3307","1.3350","1.3244","-0.37%"
"Jul 04, 2016","1.3290","1.3247","1.3340","1.3228","0.21%"
"Jul 05, 2016","1.3023","1.3289","1.3296","1.2999","-2.01%"
"Jul 06, 2016","1.2931","1.3020","1.3030","1.2798","-0.71%"
"Jul 07, 2016","1.2910","1.2932","1.3050","1.2874","-0.16%"
"Jul 08, 2016","1.2956","1.2909","1.3018","1.2878","0.36%"
"Jul 11, 2016","1.2994","1.2950","1.3018","1.2850","0.29%"
"Jul 12, 2016","1.3243","1.2990","1.3296","1.2969","1.92%"
"Jul 13, 2016","1.3147","1.3248","1.3338","1.3132","-0.72%"
"Jul 14, 2016","1.3342","1.3146","1.3475","1.3106","1.48%"
"Jul 15, 2016","1.3193","1.3342","1.3481","1.3132","-1.12%"
"Jul 18, 2016","1.3256","1.3169","1.3313","1.3163","0.48%"
"Jul 19, 2016","1.3111","1.3255","1.3276","1.3072","-1.09%"
"Jul 20, 2016","1.3210","1.3111","1.3227","1.3063","0.76%"
"Jul 21, 2016","1.3234","1.3208","1.3276","1.3157","0.18%"
"Jul 22, 2016","1.3111","1.3236","1.3294","1.3081","-0.93%"
"Jul 25, 2016","1.3141","1.3112","1.3165","1.3094","0.23%"
"Jul 26, 2016","1.3132","1.3139","1.3179","1.3059","-0.07%"
"Jul 27, 2016","1.3221","1.3132","1.3235","1.3071","0.68%"
"Jul 28, 2016","1.3165","1.3220","1.3249","1.3117","-0.42%"
